name,currency,product_price,price_on_request,price_negotiable,sku,feature,brix,packaging,place_of_origin,model_number,primary_ingredients,additives,flavor,certification,volume,bbd,unlimited_stock,stock_count,product_color,product_weight,product_size,product_dimension,product_description,countries,varients,categories,thumb,gallery,brands,product_expiry,minimal_order,product_condition,location,label_language
OISHI SNACKS MAKADO STICKS CHEESE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snacks Makado Sticks Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Makado-Sticks-Cheese.png,,OISHI,,,,,
OISHI SNACKS MAKADO STICKS BEEF BBQ,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snacks Makado Sticks Beef BBQ from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Makado-Sticks-Beef-BBQ.png,,OISHI,,,,,
OISHI SNACKS SPICY SHRIMP CRACKERS,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snacks Spicy Shrimp Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Spicy-Shrimp-Crackers.png,,OISHI,,,,,
OISHI SNACKS SUKY SUKY SWEET SPICY SHRIMP CRACKERS,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snacks Suky Suky Sweet Spicy Shrimp Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Suky-Suky-Sweet-Spicy-Shrimp-Crackers.png,,OISHI,,,,,
OISHI SNACKS SUKY SUKY SEAWEED CRACKERS,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snacks Suky Suky Seaweed Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Suky-Suky-Seaweed-Crackers.png,,OISHI,,,,,
OISHI SNACK STICK RIN-BEE CHEESY PIZZA,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snack Stick Rin-Bee Cheesy Pizza from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snack-Stick-Rin-Bee-Cheesy-Pizza.png,,OISHI,,,,,
OISHI SNACK STICK RIN-BEE CHEESE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Oishi Snack Stick Rin-Bee Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snack-Stick-Rin-Bee-Cheese.png,,OISHI,,,,,
LUCKY STICK FAMILY PACK STRAWBERRY BISCUIT,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Lucky Stick Family Pack Strawberry Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Family-Pack-Strawberry-120gr-jpeg.webp,,MEIJI,,,,,
LUCKY STICK FAMILY PACK CHOCOLATE BISCUIT,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Lucky Stick Family Pack Chocolate Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Family-Pack-Chocolate-120gr-jpeg.webp,,MEIJI,,,,,
LUCKY STICK STRAWBERRY BISCUIT,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Lucky Stick Strawberry Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Strawberry-45gr-jpeg-e1685295605914.webp,,MEIJI,,,,,
LUCKY STICK CHOCOLATE BISCUIT,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Lucky Stick Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Chocolate-45gr-jpeg.webp,,MEIJI,,,,,
LUCKY STICK CHOCO COFFEE BISCUIT,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Lucky Stick Choco Coffee from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Choco-Coffee-jpeg-e1685295576612.webp,,MEIJI,,,,,
HELLO PANDA BIG BOX CHOCOLATE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Big Box Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Big-Box-Chocolate-e1685293866368.png,,MEIJI,,,,,
HELLO PANDA STICK CHOCOLATE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Stick Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Stick-Chocolate-e1685293777135.png,,MEIJI,,,,,
HELLO PANDA STICK STRAWBERRY,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Stick Strawberry from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Stick-Strawberry-e1685293706706.png,,MEIJI,,,,,
HELLO PANDA DIP CHOCOLATE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Dip Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Dip-Dip-Chocolate-e1685293612544.png,,MEIJI,,,,,
HELLO PANDA DIP STRAWBERRY,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Dip Strawberry from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Dip-Dip-Strawberry-jpeg-e1685293481526.webp,,MEIJI,,,,,
HELLO PANDA CHOCOLATE ,,,Price on request,,,,,,,,,,,,,,,,,25 gr,,,"We export Hello Panda Chocolate 25gr from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Chocolate-25gr.png,,MEIJI,,,,,
HELLO PANDA STRAWBERRY,,,Price on request,,,,,,,,,,,,,,,,,25 gr,,,"We export Hello Panda Strawberry 25gr from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Strawberry-25gr-jpeg.webp,,MEIJI,,,,,
HELLO PANDA CHOCOLATE ,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Chocolate-jpeg.webp,,MEIJI,,,,,
HELLO PANDA MILK VANILLA,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Milk Vanilla from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Milk-Vanilla-jpeg.webp,,MEIJI,,,,,
HELLO PANDA STRAWBERRY,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Strawberry from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Strawberry-jpeg.webp,,MEIJI,,,,,
HELLO PANDA COOKIES & CREAM,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Cookies & Cream from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Cookies-Cream-jpeg.webp,,MEIJI,,,,,
HELLO PANDA CHEESE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Hello Panda Cheese from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Cheese-jpeg.webp,,MEIJI,,,,,
MIE ABC CUP CHICKEN SOTO NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Cup Chicken Soto Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-SOTO-AYAM-60GR.webp,,ABC,,,,,
MIE ABC CUP BEEF MEATBALL SOUP NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Cup Beef Meatball Soup Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-BASO-SAPI-60GR-jpeg.webp,,ABC,,,,,
MIE ABC CUP CHICKEN CURRY NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Cup Chicken Curry Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-KARI-AYAM-60GR-jpeg.webp,,ABC,,,,,
MIE ABC CUP CHICKEN ONION NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Cup Chicken Onion Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-AYAM-BAWANG-60GR-jpeg-e1685291851582.webp,,ABC,,,,,
MIE ABC GULAI CHICKEN NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Gulai Chicken Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-RASA-GULAI-AYAM-PEDAS-70GR-jpeg.webp,,ABC,,,,,
MIE ABC SPICY PEANUT SAUCE NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie ABC Spicy Peanut Sauce from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-PEDAS-RASA-SAUS-KACANG-PEDAS-80GR-e1685291573921.webp,,ABC,,,,,
MIE ABC SPICY MAYO CHEESE NOODLE,,,Price on request,,,,,,,,,,,,,,,,,,,,"We export Mie Abc Spicy Mayo Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Grain Products>Noodles,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-PEDAS-RASA-SPICY-MAYO-CHEESE-85GR.jpeg,,ABC,,,,,
