name,currency,product_price,price_on_request,price_negotiable,sku,feature,brix,packaging,place_of_origin,model_number,primary_ingredients,additives,flavor,certification,volume,bbd,unlimited_stock,stock_count,product_color,product_weight,product_size,product_dimension,product_description,countries,varients,categories,thumb,gallery,brands,product_expiry,minimal_order,product_condition,location,label_language
OISHI SNACKS SPONGE CRUNCH STRAWBERRY,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Sponge Crunch Strawberry from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snack-Sponge-Crunch-Strawberry-.png,,Oishi,,,,,
OISHI SNACKS PILLOW CHEESE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Pillow Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Pillow-Cheese.png,,Oishi,,,,,
OISHI SNACKS PILLOW DURIAN,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Pillow Durian from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Pillow-Durian.png,,Oishi,,,,,
OISHI SNACKS PILLOW UBE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Pillow Ube from Indonesia, along with other products. Mixed container, labeling, and stickers are available",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Pillow-Ube.png,,Oishi,,,,,
OISHI SNACKS PILLOWS CHOCOLATE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Pillows Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Pillows-Chocolate.png,,Oishi,,,,,
OISHI SNACKS PILLOWS COCOPANDAN,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Pillows Cocopandan from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Pillows-Cocopandan.png,,Oishi,,,,,
OISHI POTATO CRISPS NORI SEAWEED,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Potato Crisps Nori Seaweed from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Chips,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Potato-Crisps-Nori-Seaweed.png,,Oishi,,,,,
OISHI POTATO CRISPS CHICKEN TERIYAKI,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Potato Crisps Chicken Teriyaki from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Chips,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Potato-Crisps-Chicken-Teriyaki.png,,Oishi,,,,,
OISHI POTATO CRISPS BEEF BBQ,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Potato Crisps Beef BBQ from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Chips,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Potato-Crisps-Beef-BBQ.png,,Oishi,,,,,
OISHI SNACKS OPALA POTATO CHOCOLATE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Opala Potato Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Chips,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Opala-Potato-Chocolate.png,,Oishi,,,,,
OISHI SNACKS MAKADO STICKS TOMATO KETCHUP,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Makado Sticks Tomato Ketchup from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Makado-Sticks-Tomato-Ketchup.png,,Oishi,,,,,
OISHI SNACKS MAKADO STICKS CHEESE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Makado Sticks Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Makado-Sticks-Cheese.png,,Oishi,,,,,
OISHI SNACKS MAKADO STICKS BEEF BBQ,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Makado Sticks Beef BBQ from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Makado-Sticks-Beef-BBQ.png,,Oishi,,,,,
OISHI SNACKS SPICY SHRIMP CRACKERS,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Spicy Shrimp Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Spicy-Shrimp-Crackers.png,,Oishi,,,,,
OISHI SNACKS SUKY SUKY SWEET SPICY SHRIMP CRACKERS,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Suky Suky Sweet Spicy Shrimp Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Suky-Suky-Sweet-Spicy-Shrimp-Crackers.png,,Oishi,,,,,
OISHI SNACKS SUKY SUKY SEAWEED CRACKERS,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snacks Suky Suky Seaweed Crackers from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snacks-Suky-Suky-Seaweed-Crackers.png,,Oishi,,,,,
OISHI SNACK STICK RIN-BEE CHEESY PIZZA,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snack Stick Rin-Bee Cheesy Pizza from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snack-Stick-Rin-Bee-Cheesy-Pizza.png,,Oishi,,,,,
OISHI SNACK STICK RIN-BEE CHEESE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Oishi Snack Stick Rin-Bee Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Chips & Snacks>Snacks,https://www.artamaja.com/wp-content/uploads/2023/05/Oishi-Snack-Stick-Rin-Bee-Cheese.png,,Oishi,,,,,
LUCKY STICK FAMILY PACK STRAWBERRY BISCUIT,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Lucky Stick Family Pack Strawberry Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Family-Pack-Strawberry-120gr-jpeg.webp,,Meiji,,,,,
LUCKY STICK FAMILY PACK CHOCOLATE BISCUIT,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Lucky Stick Family Pack Chocolate Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Family-Pack-Chocolate-120gr-jpeg.webp,,Meiji,,,,,
LUCKY STICK STRAWBERRY BISCUIT,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Lucky Stick Strawberry Biscuit from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Strawberry-45gr-jpeg-e1685295605914.webp,,Meiji,,,,,
LUCKY STICK CHOCOLATE BISCUIT,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Lucky Stick Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Chocolate-45gr-jpeg.webp,,Meiji,,,,,
LUCKY STICK CHOCO COFFEE BISCUIT,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Lucky Stick Choco Coffee from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Lucky-Stick-Choco-Coffee-jpeg-e1685295576612.webp,,Meiji,,,,,
HELLO PANDA BIG BOX CHOCOLATE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Big Box Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Big-Box-Chocolate-e1685293866368.png,,Meiji,,,,,
HELLO PANDA STICK CHOCOLATE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Stick Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Stick-Chocolate-e1685293777135.png,,Meiji,,,,,
HELLO PANDA STICK STRAWBERRY,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Stick Strawberry from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Stick-Strawberry-e1685293706706.png,,Meiji,,,,,
HELLO PANDA DIP CHOCOLATE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Dip Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Dip-Dip-Chocolate-e1685293612544.png,,Meiji,,,,,
HELLO PANDA DIP STRAWBERRY,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Dip Strawberry from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Dip-Dip-Strawberry-jpeg-e1685293481526.webp,,Meiji,,,,,
HELLO PANDA CHOCOLATE ,,,Price on request,,,,,,,,,,,,,,Unlimited,,,25 gr,,,"We export Hello Panda Chocolate 25gr from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Chocolate-25gr.png,,Meiji,,,,,
HELLO PANDA STRAWBERRY,,,Price on request,,,,,,,,,,,,,,Unlimited,,,25 gr,,,"We export Hello Panda Strawberry 25gr from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Strawberry-25gr-jpeg.webp,,Meiji,,,,,
HELLO PANDA CHOCOLATE ,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Chocolate from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Chocolate-jpeg.webp,,Meiji,,,,,
HELLO PANDA MILK VANILLA,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Milk Vanilla from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Milk-Vanilla-jpeg.webp,,Meiji,,,,,
HELLO PANDA STRAWBERRY,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Strawberry from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Strawberry-jpeg.webp,,Meiji,,,,,
HELLO PANDA COOKIES & CREAM,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Cookies & Cream from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Cookies-Cream-jpeg.webp,,Meiji,,,,,
HELLO PANDA CHEESE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Hello Panda Cheese from Indonesia, along with food, beverages, and household products. Mixed container, labeling, and stickers are available.",,,"Confectionery>Cookies, Biscuits & Bars",https://www.artamaja.com/wp-content/uploads/2023/05/Hello-Panda-Cheese-jpeg.webp,,Meiji,,,,,
MIE ABC CUP CHICKEN SOTO NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Cup Chicken Soto Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-SOTO-AYAM-60GR.webp,,Abc,,,,,
MIE ABC CUP BEEF MEATBALL SOUP NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Cup Beef Meatball Soup Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-BASO-SAPI-60GR-jpeg.webp,,Abc,,,,,
MIE ABC CUP CHICKEN CURRY NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Cup Chicken Curry Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-KARI-AYAM-60GR-jpeg.webp,,Abc,,,,,
MIE ABC CUP CHICKEN ONION NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Cup Chicken Onion Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-CUP-RASA-AYAM-BAWANG-60GR-jpeg-e1685291851582.webp,,Abc,,,,,
MIE ABC GULAI CHICKEN NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Gulai Chicken Noodle from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-RASA-GULAI-AYAM-PEDAS-70GR-jpeg.webp,,Abc,,,,,
MIE ABC SPICY PEANUT SAUCE NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie ABC Spicy Peanut Sauce from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-PEDAS-RASA-SAUS-KACANG-PEDAS-80GR-e1685291573921.webp,,Abc,,,,,
MIE ABC SPICY MAYO CHEESE NOODLE,,,Price on request,,,,,,,,,,,,,,Unlimited,,,,,,"We export Mie Abc Spicy Mayo Cheese from Indonesia, along with other products. Mixed container, labeling, and stickers are available.",,,Food>Soups>Noodle & Pasta Soups,https://www.artamaja.com/wp-content/uploads/2023/05/MIE-ABC-SELERA-PEDAS-RASA-SPICY-MAYO-CHEESE-85GR.jpeg,,Abc,,,,,
